"tweet","sentiment"
"Oh gosh. RT @mention: 100MPH WIND NEAR EDNA , KS! That is storm coming toward #joplin DANGEROUS SITUATION FOR JOPLIN.  HOPE IT WEAKENS!!",1
"Storm Uproots Trees In Sioux Falls {link}",2
"I hate having a job whr i work outside on a rainy days",1
"Summer coming. Nice weather and stuck inside. How to beat a case of the Mondays. {link}",3
"Fog and 43 F at Mount Washington, NH The humidity is 100%.  Last Updated on May 14 2011, 11:53 am EDT. {link}",2
"Morning tweeters.....its a nasty rainy day out. Ill b stayin in AGAIN lol",1
"Its hot outside but I love it!",3
"@mention You too, Eric! Weather is wonderful here as well! :o)",3
"Severe Thunderstorm Watch for Latimer, Le Flore, and Pittsburg County until 5:00am. #okwx",2
"RT @mention: This weather is hot as hell for graduation.",1
"RT @mention: I actually like this weather it just be better if I had someone to kick it with",3
"Enjoying this gorgeous weather? Come by for a blended latte or iced coffee!",3
"Lovely sunny morning here in Suffolk - off to Southwold Pier for big breakfast, yum",3
"This big dust storm is absolutely gross!!",1
"it's nice and sunny are u planning any outdoor grows yet ?",3
"@mention @mention local heavy rain around #Minneapolis KS  and small hail #wx",2
"Boo yucky weather. . . we need some baseball weather!!",1
"Off to the Oregon Coast today. The weather is suppose to be great.",3
"driving to a mother's day cookout on sunny country roads, rocking out to the zac brown band pass the jar cd. yep...perfect sunday.",3
"ahhh, humidity, my old nemesis.  nothing quite like spending the whole day feeling like you just came in out of a light rain. icky.",1
"Weather fucking with my necks.: Now I gotta set up all my fiddles again. Fucking humidity. {link}",1
"STORMTRACK 3: The sunshine will continue this afternoon and to kick off the work week. Lows tonight in the 60's, highs tomorrow near 90.",2
"Monday 11:00 AM Joseph Weather Temp. 41, High 43, Low 33, Hum. 77%  Wind 6.7 mph NNW, Gust 14 mph NW  Baro. 29.878 .in, Trend Steady #fb",2
"Today is the start of an unsettled stretch of weather lasting most of this week! UGH:(",1
"Warm weather in Chicago is like a deadbeat dad. Shows up once in awhile to give false hope.",1
"Severe thunderstorm warning for Davidson, Sumner and Wilson Counties for another 15 minutes.",2
"@mention looks like awesome weather next weekend, sunny and 80",3
"Jen_Walker_16: T'storm just south of Dover area. Should continue moving towards the Delaware and bypass the city... {link}",2
"Enjoy the sunshine at #JazzFest this weekend! - This weather looks great for jazz, crawfish, and solar! {link}",3
"@mention lol sooooo im freezing. its time to turn on the heat in this house",1
"Great day everyone!  Hope to see you all out this weekend getting some fun exercise and sunshine!",3
"GRPS Grand Macker Tournament cancelled today due to inclement weather. For info on awards, teams should go to {link}.",2
"@mention Thanks! It was fun running with friends, and the weather was much nicer than predicted.",3
"Weather Alert: Red Flag Warning issued May 07 at 11:53PM MDT expiring May 08 at 9:00PM MDT by NWS Flagstaff http... {link}",2
"Under a severe thunderstorm watch at work..CAPE and other indices look good, just have to wait now..",2
"Finally some sunshine & warmer temps!!",3
"#WEATHER:  8:47 am : 57.0F. Feels 54F. 30.09% Humidity. 11.5MPH Southwest Wind.",2
"@mention I Hate This Type Of Weather",1
"@mention what's the weather like where u at?",2
"Weather = perfect. Golf game, not so much.",3
"Tool sighting: guy walking along Lake Michigan in 50 degree weather... with his shirt off",2
"I take that back its toooooooo sunny, made the headach worse ouch!!!!",1
"As much as I want to tweet about marketing + adv., I can't get my thoughts away from a storm headed our way. Has already killed 8. #arwx",1
"RT @mention: Severe Thunderstorm Watch cancelled for all northern Indiana, southern MI, and northwest OH",2
"It's freezing in my office, it must be gorgeous outside!",3
"Severe Thunderstorm Warning for Polk, San Jacinto, Trinity and Walker County in TX until 6:15am CDT. #txwx",2
"RT @mention: Severe T-Storm Warning for N. Central Roberts Co. (north of Sisseton) until 10pm. #sdwx",2
"@mention Yes! Finally. It was still snowing not very long ago. I'm excited for the warm weather. I want to go swimming or something.",3
"Hard to find any motivation on a cold, rainy day like this. #fb",1
"#Noblesville,IN This weather stinks-dreary rain again. Dancing w/Hailey to @mention! Can't wait til Louisville & Indy shows w/@mention !",1
"Dear god, it is about 90 degrees in this house and there is no air conditioning. Why lord why. #stickingtothecouch",1
"Beauty tip of the day: Its a beautiful day! Go out and enjoy the sunshine, but don't forget your sunscreen.",3
"#WEATHER:  7:53 pm : 86.0F. Feels F. 29.77% Humidity. 17.3MPH Southeast Wind.",2
"Summer hell yeah! Weather hell no!",1
"It's a wild & windy morning in Rhode Island.  I love the wind.",3
"Current Conditions: Fair, 76 FForecast: Tue - Partly Cloudy/Wind. High: 77 Low: 58 Wed - Sunny. High: 79 Low: 60Full Forecast at Yaho...",2
"TX Auto Update: Severe Thunderstorm Warning issued May 08 at 6:30PM CDT expiring May 08 at 7:15PM CDT by NWS... {link}",2
"The weather experts say a 50/50 chance of showers today. Is your cup half full or half empty? Take a gamble and... {link}",2
"RT @mention: #Snow pounds the N. Rockies, & melting snow poses a #flood risk.  Alerts:  {link} |  Snow fcst:  http ...",2
"Nice weather my ass. It's hot AF.",1
"Ok where the h*ll was I with the announcement! Stupid storm! Cut out my timelines! & now I've lost power!!!!!!!!!! Crap!!!!!!!!!!!",1
"Severe Thunderstorm Warning for Warren County in NJ until 4:30pm EDT. #njwx",2
"They must've turned on the summer settings because it is now cold as fuck in the store. Freezing outside too. *huddles in a ball for warmth*",1
"Hi there its a lovely sunny day, why not treat yourself to a relaxing massage appointments available call 07900808739 fordetails#nefollowers",3
"RT @mention ...aaaand I'm already sick of summer...90 degrees and an old car w/o air conditioning. Maybe I need to move to the arctic",1
"Yesterday and Tuesday both hit 93 degrees. I would rather not see any more of that again this year. #perpetuallysweaty #losesomeweightfatty",1
"Sunny Thursday + pink lemonade cupcakes=the sweetest after-school snack.",3
"Its hot outside..",2
"Wtf. Its sunny for once & of course, it just has to rain for the 57840654 day in a row. -_-",1
"RT @mention: I hate rainy dayz ! It just make the day longer to me..",1
"Dear Storm, if I lose internet, I'm going to * you up the * with a *. Love, Mackenzie",1
"Svr t-storm warning for SW Kenosha & SE Walworth co. until 6pm. Hail and gusty winds will move into that area in next 30 min.",2
"At the Rangers game. We have bad ass seats and it's great weather for a game!! {link}",3
"Cold & rainy w/ the hot/cold sweats. Feeling pretty awful, right now.",1
"New event. Severe Thunderstorm Watch from 5/10/2011 1:15 PM to 8:00 PM EDT for Pike County, Lew... Read more at {link}",2
"This weather is horrible!!!!! -__-",1
"kept hearing ""Hot Fun in the Summertime"" in my head 2day...90 degrees & cicadas...yup :-) {link} &lt;- Sly & the Family Stone",3
"#heatwave",2
"Fun day touring LA. Freezing cold though, should have packed more warm clothes.",1
"Isolated thunderstorms tonight, low 59 (15 C).  Partly cloudy Wednesday, high near 79 (26 C).",2
"Why is it allowed to be warm and sunny in New York City but so chilly here?",1
"Mostly sunny today, high 86 (30 C).",2
"84 degrees tomorrow, :)",3
"Tatum, NM @ 03:00 AM: Temp:57F(H 66/L 57), Hum:10&#x25;, DewPt: 1F, Wind: SW at 11 G 13.0 mph, Rain:0.00 In. #weather",2
"Outside: 58.9 F, Humidity: 80%, Wind: (97) 0 mph, Press: 29.94"", Rain: 0.00",2
"Maaaaan it is hot out here",1
"@mention Great! Lovin' the beautiful weather in DC! How are you?",3
"Stupid school...stupid rain....stupid fog....stupid humidity....wow i feel negative today time to break out my justin bieber and feel happy!",1
"@mention 91 degrees! Dude i'm dying! My AC broke and i'm so hot!",1
"Once I leave duc I ain't coming back out! Its tooooooooooo fuckin hot out !",1
"That's the only positive. Wamer weather. ""@mention: @mention My day was good. Starting to warm up but was a bit chilly by dusk.""",3
"Sip some for me sis. RT @mention: Enjoying this beautiful weather in the ATL.... With a glass of champagne in hand...",3
"Severe Thunderstorm Watch issued May 23 at 6:54AM CDT expiring May 23 at 1:00PM CDT by NWS Tulsa... {link}",2
"#WEATHER:  8:53 pm : 82.0F. Feels F. 29.76% Humidity. 15.0MPH South Wind.",2
"Great weather....finally!",3
"Anthem, AZ @mention:30 PM, Temp:71.2&#xB0;F, Wind:2.6 mph WSW, Baro:29.28 inches, Hum: 35, Rain:0.00 in., Hi:73.4&#xB0;F, Lo:61.5&#xB0;F@mention:47 AM",2
"playin bball bit chilly but fun as ever!",3
"Yay sunshine loveeee {link}",3
"#WEATHER:  8:53 pm : 43.0F. Feels 39F. 30.14% Humidity. 5.8MPH West Wind.",2
"RT @mention with severe weather on its way today... stop into Sprouts Play Cafe and enjoy the ca... {link} &lt;--MAP",2
"Southern New England Weather: UPDATED (8PM MON) TUESDAY'S CUSTOM WEATHER MAP {link}",2
"Hate goin ova my grandma house wen its hot....all dem mosquitoes b out",1
"Indianola's Weather Forecast: Sunny skies, high of 88; Tonight, partly cloudy, low of 67.",2
"I love it when the weather man is wrong. Weather looks better than predicted so come out to @mention to party w/ @mention.",3
"It's sooooo nice out.. Work in a few..sunshine can't stop the $$$$$",3
"Current Conditions: Fair, 69 FForecast: Sun - Clear. High: 87 Low: 69 Mon - Mostly Sunny. High: 89 Low: 71Full Forecast at Yahoo! Wea...",2
"Ahh, I love nice weather!!!  MA&gt; CT&gt; MA&gt; NH&gt; FL&gt; Cali! {link}",3
"I am disliking this 45 degree morning weather. It's May 18th for cryin out loud! I'm used to #HotLanta... /cry",1
"Im outside and now im cold ...the irony :/",1
"Its a big storm coming...",2
"Damn this weather crazy.......I'm tired of hearin these damn tornado sirens",1
"Off to sunny Weymouth.",2
"Patchy areas of lake fog, otherwise sunny & beautiful today with highs in the 60s and 70s..T'storms this weekend with highs in 70s",2
"Wachin americas greatest past time in this great summer weather. Startin it out right #baseball",3
"Playing my uke out in the beautiful sunshine, what a life. :)",3
"looking out of the window where it is sunny and beautiful {link}",3
"heatwave yesterday, made it to 60 and a little windy",2
"RT @mention: 74 degrees at 8:30 a.m. welcome Oklahoma summer, we have been waiting for your arrival.",3
"Oklahoma Weather: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 700 AM CDT FOR NORTHWESTERN BECKHAM A... {link}",2
"@mention alls well up here sunshine but cold wind:)",3
"Ready for sunshine this weekend!",3
"National weather Service says the Joplin Tornado path is 3/4 of a mile long and 7 miles long.",2
"No smoke tonight. PM T'storm activity will increase next few afternoons. Only inland Fri, then scattered Sat, & more widespread Sun. #flwx",2
"Enjoying this weather at Highlands Brewing in Kirkwood for a nice dinner on the patio with my wife.",3
"What the hell...it is rainning in Los Angeles. Crazy weather...let me get back to the tasks at hand #focus",1
"better today, sunshine makes me smile more! Breakfast now and then a CT scan.. so topping up on coffee!",3
"Florida is amazingggg :) so nice and sunny and beautiful!",3
"I refuse to waste away tomorrow. Therefore the weather will be shitty.",1
"RT @mention Live Now: Weather Service issues hurricane forecast for 2011 {link}",2
"SPC May 6, 2011 0730 UTC Day 3 Severe Thunderstorm Outlook {link}",2
"Sunshine finally, let's keep it around #summa",3
"@mention michigan today is also fuckin' beautiful. 61 degrees, no humidity what-so-ever.",3
"RT @mention: The Severe T-Storm Watch has been cancelled for the #DC area. #svrwatch #dcwx #mdwx #vawx",2
"A warm weekend - Mostly sunny with a slight chance for a storm later Sunday {link}",2
"Count me in! RT @mention: #Poolchillz Part 2 this wknd? @mention @mention @mention: Sunny, ... {link}",3
"#NMFire #NMwx Fire Weather Watch issued May 18 at 4:19AM MDT expiring May 19 at 8:00PM MDT by NWS Albuquerque... {link}",2
"RT @mention: freezing. #bullsh*t &lt;&lt; for real. WTH happened to SPRING?!?!",1
"Greensburg PA:Chilly clear, 37.9&#xB0;F, 76&#x25;, 0.0 mph-S, 30.171 inches(Falling), Rain 0.000 in. [Alert Frost Advisory ]",2
"RT @mention: Sunny day, blue skies, and another Austin RCF showcase...Happy Friday, everyone!! {link}",3
"NOAA- 35th consecutive April with above normal temps. April 2011 7th warmest on record: {link} #weather #climate #AGW #science",2
"Just the start of it....sunny days, party nights, hot guys, water fights, beachy hair, tanned skin- schools out! Summers in!!!!!!! :D",3
"Tornadoes, floods and storms... U.S. is hit by five billion-dollar weather disasters in a year (and it's only May)  {link}",2
"Don't know I love the crazy weather",3
"@mention Ah, a man after my own heart. Besides, it's too cold out. &gt;.&lt;",1
"Berea's storm damages remain: Police said there are various locations that were affected by the high winds.  Som... {link}",2
